19.75,0.64147,3.0029e-05,0.61633,0.11551,1.2716e-05,0.091533
20,0.64233,3.0246e-05,0.62034,0.11696,1.2765e-05,0.092995
20.25,0.64187,3.0329e-05,0.6215,0.11885,1.2824e-05,0.09334
20.5,0.64232,3.0346e-05,0.62164,0.11876,1.2855e-05,0.093452
20.75,0.64234,3.0373e-05,0.62191,0.11893,1.2846e-05,0.093334
21,0.64267,3.0383e-05,0.62209,0.11791,1.2819e-05,0.093001
21.25,0.64305,3.0439e-05,0.62251,0.1182,1.2811e-05,0.092462
21.5,0.64331,3.0487e-05,0.62306,0.1186,1.2795e-05,0.092424
21.75,0.64356,3.0551e-05,0.62405,0.1181,1.2858e-05,0.092521
22,0.64351,3.0565e-05,0.62442,0.11731,1.2901e-05,0.091795
22.25,0.64293,3.0549e-05,0.62483,0.11839,1.2927e-05,0.091737
22.5,0.64331,3.0599e-05,0.62567,0.11893,1.2962e-05,0.09181
22.75,0.64324,3.0658e-05,0.62649,0.11988,1.2992e-05,0.091927
23,0.6427,3.0671e-05,0.62684,0.12009,1.2995e-05,0.092092
23.25,0.64319,3.0661e-05,0.62684,0.11952,1.3002e-05,0.092124
23.5,0.64382,3.0691e-05,0.62741,0.12041,1.296e-05,0.092587
23.75,0.64368,3.0753e-05,0.62856,0.11997,1.2941e-05,0.09318
24,0.64331,3.0711e-05,0.62878,0.12098,1.2913e-05,0.094055
24.25,0.64357,3.064e-05,0.62881,0.1216,1.2865e-05,0.094234
24.5,0.64372,3.065e-05,0.62969,0.12149,1.2903e-05,0.093882
24.75,0.64441,3.0633e-05,0.63005,0.12191,1.2883e-05,0.093108
25,0.64516,3.0624e-05,0.63015,0.12307,1.29e-05,0.092669
25.25,0.64435,3.0643e-05,0.63058,0.1236,1.2915e-05,0.092875
25.5,0.64471,3.065e-05,0.63099,0.1223,1.2896e-05,0.093524
25.75,0.64499,3.0683e-05,0.63132,0.12269,1.2877e-05,0.094271
26,0.64702,3.0724e-05,0.63152,0.12139,1.2877e-05,0.094338
26.25,0.64779,3.0741e-05,0.63156,0.12025,1.286e-05,0.094917
26.5,0.64763,3.0771e-05,0.63148,0.12036,1.2844e-05,0.094784
26.75,0.6482,3.081e-05,0.63167,0.1201,1.2849e-05,0.095446
27,0.64827,3.0822e-05,0.63161,0.12007,1.2801e-05,0.094986
27.25,0.64712,3.0858e-05,0.6323,0.12115,1.2745e-05,0.094684
27.5,0.64596,3.0833e-05,0.63256,0.12125,1.2753e-05,0.094564
27.75,0.64643,3.0791e-05,0.63253,0.12132,1.2735e-05,0.095184
28,0.64792,3.0818e-05,0.63288,0.12166,1.2686e-05,0.095777
28.25,0.64761,3.0839e-05,0.63322,0.12134,1.2658e-05,0.095893
28.5,0.64851,3.0878e-05,0.63354,0.11984,1.2643e-05,0.096215
28.75,0.64807,3.0891e-05,0.63332,0.11897,1.2613e-05,0.096407
29,0.64898,3.0882e-05,0.63271,0.11828,1.2566e-05,0.096207
29.25,0.6484,3.0866e-05,0.63215,0.11765,1.2513e-05,0.095487
29.5,0.65039,3.0875e-05,0.63127,0.11827,1.2477e-05,0.094578
29.75,0.65028,3.0923e-05,0.6318,0.11796,1.2468e-05,0.094406
30,0.65167,3.0978e-05,0.632,0.11775,1.2531e-05,0.094449
30.25,0.65268,3.1062e-05,0.63229,0.11615,1.2585e-05,0.094341
30.5,0.65401,3.1162e-05,0.63277,0.11482,1.2593e-05,0.094355
30.75,0.65427,3.1205e-05,0.63273,0.11339,1.2584e-05,0.095
31,0.65331,3.1232e-05,0.63246,0.11363,1.2573e-05,0.095068
31.25,0.65291,3.1211e-05,0.63181,0.11325,1.2638e-05,0.094944
31.5,0.65329,3.1214e-05,0.63161,0.11394,1.2725e-05,0.095452
31.75,0.65397,3.1235e-05,0.63183,0.11268,1.2776e-05,0.095744
32,0.65356,3.1222e-05,0.63161,0.11224,1.2748e-05,0.095837
32.25,0.65354,3.1198e-05,0.63087,0.1129,1.2715e-05,0.095869
32.5,0.65474,3.1218e-05,0.63075,0.11268,1.2724e-05,0.096364
32.75,0.65521,3.1258e-05,0.63138,0.11274,1.269e-05,0.096949
33,0.65529,3.1275e-05,0.63161,0.11238,1.2619e-05,0.097542
33.25,0.6552,3.1273e-05,0.63183,0.1123,1.251e-05,0.098117
33.5,0.655,3.1241e-05,0.6317,0.11186,1.2411e-05,0.098134
33.75,0.6541,3.1219e-05,0.63152,0.11166,1.2343e-05,0.098524
34,0.65546,3.1272e-05,0.63188,0.11046,1.2294e-05,0.098589
34.25,0.65499,3.1286e-05,0.63207,0.11175,1.2219e-05,0.098933
34.5,0.65554,3.1296e-05,0.63193,0.1111,1.22e-05,0.098846
34.75,0.6551,3.1291e-05,0.63223,0.11039,1.2161e-05,0.098663
35,0.65606,3.1311e-05,0.6328,0.11047,1.215e-05,0.098617
35.25,0.65629,3.1327e-05,0.63309,0.11072,1.2104e-05,0.098493
35.5,0.65551,3.1322e-05,0.63352,0.11063,1.2105e-05,0.099352
35.75,0.65575,3.132e-05,0.63378,0.1101,1.2066e-05,0.10035
36,0.65491,3.1262e-05,0.63348,0.11013,1.2011e-05,0.10095
36.25,0.65509,3.123e-05,0.63287,0.11068,1.1982e-05,0.10026
36.5,0.65532,3.1223e-05,0.63307,0.11065,1.1898e-05,0.10068
36.75,0.65448,3.1197e-05,0.6331,0.11179,1.1807e-05,0.10105
37,0.65386,3.1154e-05,0.63274,0.11098,1.1752e-05,0.10087
37.25,0.65295,3.106e-05,0.63196,0.11093,1.1707e-05,0.10066
37.5,0.65362,3.1032e-05,0.63168,0.1111,1.1694e-05,0.10087
37.75,0.6535,3.106e-05,0.63171,0.1108,1.1728e-05,0.10094
38,0.65359,3.1064e-05,0.63178,0.1116,1.172e-05,0.10087
38.25,0.65367,3.1072e-05,0.63186,0.11261,1.1713e-05,0.10135
38.5,0.65405,3.1125e-05,0.63138,0.11426,1.172e-05,0.1009
38.75,0.65386,3.1181e-05,0.63089,0.11396,1.1677e-05,0.099802
39,0.6534,3.1232e-05,0.63066,0.11482,1.17e-05,0.099624
39.25,0.6532,3.1275e-05,0.63049,0.11573,1.1716e-05,0.10004
39.5,0.6537,3.1336e-05,0.63026,0.11493,1.1777e-05,0.099469
39.75,0.65375,3.1371e-05,0.62989,0.11512,1.18e-05,0.099056
40,0.65524,3.1395e-05,0.62965,0.11531,1.183e-05,0.098369
40.25,0.65452,3.1394e-05,0.62964,0.11596,1.187e-05,0.098301
40.5,0.65449,3.1431e-05,0.63012,0.11657,1.1845e-05,0.098131
40.75,0.6556,3.1464e-05,0.63025,0.11464,1.1853e-05,0.098383
41,0.65684,3.1475e-05,0.63033,0.11344,1.1831e-05,0.098639
41.25,0.6566,3.1461e-05,0.62988,0.11402,1.1783e-05,0.098454
41.5,0.65602,3.1452e-05,0.62957,0.11373,1.1721e-05,0.098754
41.75,0.6572,3.148e-05,0.62917,0.11182,1.1693e-05,0.097935
42,0.65721,3.1485e-05,0.62837,0.11215,1.1673e-05,0.097991
42.25,0.65747,3.1558e-05,0.62879,0.11125,1.1602e-05,0.098349
42.5,0.65882,3.1603e-05,0.62908,0.1091,1.1513e-05,0.098866
42.75,0.65887,3.1632e-05,0.62903,0.11032,1.1488e-05,0.09983
43,0.66132,3.1718e-05,0.62915,0.10915,1.1494e-05,0.10003
43.25,0.6624,3.1831e-05,0.62969,0.10863,1.1558e-05,0.10055
43.5,0.66274,3.1919e-05,0.62994,0.10814,1.1579e-05,0.10069
43.75,0.6641,3.1986e-05,0.62981,0.10742,1.1558e-05,0.10075
44,0.66468,3.204e-05,0.62882,0.10799,1.1595e-05,0.10033
44.25,0.66482,3.2164e-05,0.62839,0.10839,1.1637e-05,0.10082
44.5,0.66432,3.2261e-05,0.62707,0.11073,1.1714e-05,0.10077
44.75,0.66529,3.2359e-05,0.62561,0.11036,1.1764e-05,0.1012
45,0.66682,3.2483e-05,0.62433,0.11,1.1837e-05,0.10212
45.25,0.668,3.2607e-05,0.62336,0.10897,1.1882e-05,0.102
45.5,0.66907,3.2723e-05,0.62222,0.10765,1.188e-05,0.10209
45.75,0.66868,3.2771e-05,0.62064,0.10803,1.184e-05,0.10188
46,0.66988,3.2831e-05,0.61918,0.10691,1.1828e-05,0.10238
46.25,0.67121,3.2942e-05,0.61813,0.10564,1.1867e-05,0.10358
46.5,0.67286,3.3067e-05,0.61729,0.10517,1.1892e-05,0.10481
46.75,0.67349,3.3162e-05,0.61598,0.10529,1.1987e-05,0.10669
47,0.67467,3.33e-05,0.61472,0.10561,1.2088e-05,0.10784
47.25,0.67637,3.3424e-05,0.61317,0.10478,1.2207e-05,0.10951
47.5,0.67752,3.3574e-05,0.61192,0.10469,1.2291e-05,0.11077
47.75,0.67833,3.3776e-05,0.61128,0.10424,1.2372e-05,0.11259
48,0.68042,3.3936e-05,0.60948,0.1035,1.2505e-05,0.11371
48.25,0.68231,3.4176e-05,0.60809,0.10198,1.2632e-05,0.1144
48.5,0.68418,3.44e-05,0.60623,0.10194,1.278e-05,0.115
48.75,0.6854,3.4598e-05,0.60408,0.10122,1.2958e-05,0.11509
49,0.68647,3.4724e-05,0.60132,0.10126,1.3123e-05,0.11607
49.25,0.68643,3.4907e-05,0.59889,0.10033,1.3272e-05,0.1168
49.5,0.68845,3.5084e-05,0.59614,0.099575,1.3428e-05,0.1178
49.75,0.68965,3.532e-05,0.59346,0.099927,1.3611e-05,0.11911
50,0.69099,3.5571e-05,0.59057,0.10046,1.3843e-05,0.11986
50.25,0.69185,3.588e-05,0.58737,0.10171,1.4109e-05,0.12041
50.5,0.69377,3.6177e-05,0.58393,0.10212,1.4378e-05,0.12094
50.75,0.69685,3.6615e-05,0.58069,0.1038,1.4862e-05,0.121
51,0.69885,3.7059e-05,0.57753,0.10597,1.5283e-05,0.12133
51.25,0.70043,3.7482e-05,0.57441,0.10603,1.5662e-05,0.12253
51.5,0.70305,3.7932e-05,0.57086,0.10616,1.6091e-05,0.12331
51.75,0.70675,3.8435e-05,0.56805,0.10593,1.6413e-05,0.12466
52,0.70974,3.9007e-05,0.56559,0.10587,1.6935e-05,0.12612
52.25,0.7118,3.9602e-05,0.5631,0.10571,1.7551e-05,0.12639
52.5,0.71493,4.0229e-05,0.56063,0.10566,1.8072e-05,0.12636
52.75,0.71699,4.0817e-05,0.55823,0.10706,1.8586e-05,0.12692
53,0.71777,4.1319e-05,0.55553,0.1087,1.9054e-05,0.12754
53.25,0.71946,4.1732e-05,0.55229,0.10805,1.9432e-05,0.12845
53.5,0.72134,4.2133e-05,0.54937,0.10822,1.9611e-05,0.12873
53.75,0.72256,4.2517e-05,0.54699,0.10697,1.9704e-05,0.12935
54,0.72405,4.2828e-05,0.54449,0.10743,1.9807e-05,0.13046
54.25,0.72507,4.3173e-05,0.54239,0.10703,1.9961e-05,0.13151
54.5,0.72647,4.347e-05,0.54,0.10781,2.0195e-05,0.13245
54.75,0.72728,4.3781e-05,0.53798,0.10713,2.042e-05,0.13363
55,0.72824,4.4089e-05,0.5357,0.10748,2.0677e-05,0.13417
55.25,0.72952,4.4442e-05,0.53384,0.1074,2.0935e-05,0.13432
55.5,0.73124,4.4816e-05,0.53238,0.10523,2.1234e-05,0.13516
55.75,0.73416,4.5164e-05,0.53143,0.10376,2.1434e-05,0.13639
56,0.73579,4.5558e-05,0.53072,0.1034,2.1703e-05,0.13766
56.25,0.73657,4.5873e-05,0.52971,0.1032,2.1935e-05,0.13838
56.5,0.73764,4.6171e-05,0.52876,0.10487,2.2203e-05,0.13907
56.75,0.73739,4.6366e-05,0.52735,0.10475,2.2396e-05,0.13991
57,0.73845,4.6574e-05,0.52656,0.10467,2.2572e-05,0.14084
57.25,0.73943,4.6845e-05,0.52604,0.10501,2.2813e-05,0.14136
57.5,0.74021,4.7107e-05,0.52604,0.10439,2.3016e-05,0.14198
57.75,0.74129,4.7383e-05,0.52628,0.10469,2.3155e-05,0.14269
58,0.74194,4.7651e-05,0.52688,0.10461,2.3305e-05,0.14413
58.25,0.74246,4.7868e-05,0.52706,0.10334,2.3423e-05,0.14474
58.5,0.74367,4.805e-05,0.52722,0.10303,2.3634e-05,0.14544
58.75,0.74487,4.8247e-05,0.52757,0.10205,2.3847e-05,0.14632
59,0.74496,4.8401e-05,0.52759,0.1027,2.3991e-05,0.14675
59.25,0.745,4.8527e-05,0.52783,0.10245,2.4043e-05,0.14704
59.5,0.74483,4.8609e-05,0.52792,0.10295,2.4111e-05,0.14747
59.75,0.74398,4.8724e-05,0.52806,0.10352,2.4167e-05,0.14802
60,0.7449,4.8787e-05,0.52782,0.10294,2.4209e-05,0.14799
60.25,0.74456,4.8875e-05,0.52776,0.10319,2.4231e-05,0.14815
60.5,0.74412,4.8908e-05,0.52742,0.10294,2.4271e-05,0.14797
60.75,0.74408,4.8963e-05,0.52722,0.10369,2.4373e-05,0.14798
61,0.74455,4.9075e-05,0.52733,0.10353,2.45e-05,0.14795
61.25,0.74487,4.915e-05,0.52733,0.10296,2.4598e-05,0.14767
61.5,0.74454,4.9228e-05,0.52753,0.10307,2.4674e-05,0.14725
61.75,0.74507,4.9246e-05,0.52763,0.10257,2.4704e-05,0.14692
62,0.74548,4.9285e-05,0.52809,0.10186,2.4681e-05,0.14682
62.25,0.74445,4.9243e-05,0.5279,0.10143,2.4668e-05,0.14658
62.5,0.74541,4.922e-05,0.52807,0.10167,2.4595e-05,0.14662
62.75,0.74445,4.9138e-05,0.52793,0.10066,2.4527e-05,0.1466
63,0.74379,4.9043e-05,0.52759,0.10154,2.4473e-05,0.14625
63.25,0.74312,4.8914e-05,0.52711,0.10217,2.4451e-05,0.14591
63.5,0.74231,4.8755e-05,0.52667,0.10197,2.4348e-05,0.14561
63.75,0.7423,4.8636e-05,0.52635,0.10245,2.4276e-05,0.1456
64,0.74195,4.855e-05,0.52647,0.10205,2.4164e-05,0.14578
64.25,0.74194,4.844e-05,0.52641,0.10153,2.4013e-05,0.14544
64.5,0.7418,4.8413e-05,0.52663,0.10157,2.3924e-05,0.14493
64.75,0.74153,4.8321e-05,0.52684,0.10069,2.3857e-05,0.14492
65,0.74104,4.8184e-05,0.52698,0.10056,2.3766e-05,0.1444
65.25,0.73979,4.8009e-05,0.52688,0.10167,2.3688e-05,0.14372
65.5,0.73938,4.7835e-05,0.5268,0.10194,2.3632e-05,0.14355
65.75,0.73841,4.7742e-05,0.52714,0.10271,2.3554e-05,0.14336
66,0.73865,4.764e-05,0.52776,0.10062,2.3445e-05,0.14354
66.25,0.73811,4.7516e-05,0.52813,0.099242,2.3294e-05,0.14332
66.5,0.73876,4.741e-05,0.52863,0.098505,2.3165e-05,0.14333
66.75,0.73794,4.7263e-05,0.52876,0.098284,2.3014e-05,0.14279
67,0.73851,4.7101e-05,0.52911,0.097095,2.2767e-05,0.1424
67.25,0.73775,4.6932e-05,0.52962,0.098069,2.2503e-05,0.14222
67.5,0.73659,4.6742e-05,0.52984,0.09795,2.2278e-05,0.14133
67.75,0.73525,4.6495e-05,0.52975,0.097258,2.2107e-05,0.14014
68,0.73329,4.6248e-05,0.53012,0.098779,2.1915e-05,0.13906
68.25,0.73276,4.5993e-05,0.53074,0.099229,2.171e-05,0.13824
68.5,0.7321,4.572e-05,0.53144,0.099528,2.1537e-05,0.13719
68.75,0.7317,4.5497e-05,0.53257,0.09995,2.1376e-05,0.13685
69,0.7312,4.5318e-05,0.53397,0.099194,2.1228e-05,0.13636
69.25,0.73071,4.5151e-05,0.5358,0.098454,2.1075e-05,0.13606
69.5,0.72994,4.4956e-05,0.53763,0.09774,2.0944e-05,0.13538
69.75,0.72965,4.4716e-05,0.53943,0.097464,2.0727e-05,0.13471
70,0.72935,4.4469e-05,0.54166,0.096951,2.0422e-05,0.13392
70.25,0.72738,4.4127e-05,0.54336,0.096804,2.018e-05,0.13245
70.5,0.72542,4.3831e-05,0.54578,0.096133,1.9951e-05,0.13111
70.75,0.72379,4.3393e-05,0.54796,0.095636,1.9714e-05,0.13033
71,0.72186,4.2931e-05,0.55022,0.096455,1.9481e-05,0.13018
71.25,0.71954,4.255e-05,0.55315,0.097866,1.9212e-05,0.12996
71.5,0.71693,4.2084e-05,0.55598,0.098074,1.8905e-05,0.12945
71.75,0.71449,4.16e-05,0.55871,0.097522,1.8619e-05,0.12856
72,0.71148,4.1053e-05,0.56148,0.098166,1.82e-05,0.12782
72.25,0.70767,4.046e-05,0.56375,0.097949,1.7851e-05,0.12635
72.5,0.70509,3.9858e-05,0.56619,0.098294,1.7528e-05,0.12552
72.75,0.7027,3.9264e-05,0.56808,0.098052,1.7306e-05,0.12495
73,0.69986,3.8722e-05,0.57052,0.097845,1.7085e-05,0.12504
73.25,0.69747,3.825e-05,0.57331,0.09854,1.6889e-05,0.12436
73.5,0.69604,3.7877e-05,0.57683,0.098873,1.6673e-05,0.1239
73.75,0.69305,3.7485e-05,0.5801,0.098827,1.6389e-05,0.12311
74,0.69063,3.7095e-05,0.58312,0.099842,1.6084e-05,0.12213
74.25,0.68788,3.6711e-05,0.58622,0.10045,1.5716e-05,0.12129
74.5,0.68582,3.6334e-05,0.58901,0.1007,1.5458e-05,0.12069
74.75,0.68536,3.6004e-05,0.59214,0.098065,1.5107e-05,0.11978
75,0.68288,3.5599e-05,0.59506,0.097116,1.4628e-05,0.11893
75.25,0.68092,3.5169e-05,0.59773,0.097261,1.415e-05,0.11845
75.5,0.67853,3.473e-05,0.59949,0.096398,1.3746e-05,0.11721
75.75,0.67582,3.4308e-05,0.60152,0.096326,1.3343e-05,0.11637
76,0.67414,3.3894e-05,0.6036,0.095833,1.2978e-05,0.11562
76.25,0.67189,3.3564e-05,0.60598,0.09749,1.2704e-05,0.11522
76.5,0.67107,3.3267e-05,0.60838,0.097113,1.243e-05,0.1148
76.75,0.66962,3.3046e-05,0.61106,0.096323,1.2219e-05,0.11383
77,0.66793,3.2854e-05,0.61324,0.096589,1.2099e-05,0.11229
77.25,0.66635,3.2613e-05,0.61514,0.096277,1.1932e-05,0.11071
77.5,0.66464,3.2369e-05,0.61621,0.09771,1.1831e-05,0.10883
77.75,0.66265,3.2145e-05,0.6172,0.098648,1.1753e-05,0.10784
78,0.66085,3.1916e-05,0.61809,0.099386,1.1673e-05,0.1076
78.25,0.65849,3.1695e-05,0.61866,0.10033,1.1687e-05,0.10674
78.5,0.65613,3.1527e-05,0.61937,0.10316,1.1727e-05,0.10615
78.75,0.65326,3.1343e-05,0.62009,0.10618,1.1762e-05,0.10582
79,0.65169,3.1166e-05,0.6205,0.10601,1.1814e-05,0.10465
79.25,0.65191,3.1042e-05,0.62091,0.1064,1.1848e-05,0.1035
79.5,0.65106,3.0921e-05,0.62141,0.10749,1.1813e-05,0.10269
79.75,0.64931,3.0819e-05,0.62219,0.10873,1.1829e-05,0.10282
80,0.64873,3.07e-05,0.62261,0.109,1.1792e-05,0.10329
80.25,0.64849,3.0597e-05,0.62287,0.10765,1.1785e-05,0.10256
80.5,0.64733,3.0499e-05,0.62299,0.10808,1.1713e-05,0.10137
80.75,0.64593,3.039e-05,0.6228,0.10881,1.1642e-05,0.10032
81,0.64559,3.0308e-05,0.62269,0.10944,1.1537e-05,0.099871
81.25,0.64448,3.0248e-05,0.62259,0.11008,1.152e-05,0.10008
81.5,0.64438,3.0201e-05,0.6224,0.11003,1.1481e-05,0.099483
81.75,0.64355,3.0164e-05,0.62236,0.10989,1.1412e-05,0.09873
82,0.64432,3.0116e-05,0.62214,0.1089,1.1368e-05,0.098431
82.25,0.6442,3.0141e-05,0.62265,0.10804,1.131e-05,0.098251
82.5,0.64455,3.0116e-05,0.6224,0.10803,1.1304e-05,0.097859
82.75,0.64367,3.0067e-05,0.62205,0.10696,1.1307e-05,0.097608
83,0.6428,3.0009e-05,0.62171,0.10783,1.1278e-05,0.096941
83.25,0.64323,2.9981e-05,0.62195,0.10741,1.1284e-05,0.097179
83.5,0.64252,2.9997e-05,0.62221,0.10811,1.1308e-05,0.096882
83.75,0.6424,2.9965e-05,0.62256,0.10849,1.1305e-05,0.097216
84,0.64273,2.9988e-05,0.62373,0.10771,1.1324e-05,0.097928
84.25,0.64222,3.0004e-05,0.62493,0.10677,1.1379e-05,0.098507
84.5,0.6413,2.99e-05,0.6247,0.10661,1.1385e-05,0.099461
84.75,0.64151,2.9844e-05,0.62494,0.10644,1.1356e-05,0.099933
85,0.64247,2.9794e-05,0.6249,0.10603,1.133e-05,0.099754
85.25,0.64227,2.9783e-05,0.62515,0.10692,1.1277e-05,0.099513
85.5,0.64219,2.9812e-05,0.62588,0.10722,1.1269e-05,0.099914
85.75,0.64172,2.9778e-05,0.62627,0.10779,1.1294e-05,0.10063
86,0.642,2.9743e-05,0.62589,0.10701,1.1341e-05,0.10091
86.25,0.64123,2.9744e-05,0.62613,0.107,1.1346e-05,0.1004
86.5,0.64133,2.9697e-05,0.62624,0.10704,1.1378e-05,0.10081
86.75,0.64001,2.9682e-05,0.6262,0.10717,1.143e-05,0.1011
87,0.63993,2.9672e-05,0.62649,0.10819,1.1454e-05,0.10083
87.25,0.63907,2.9613e-05,0.62641,0.10795,1.1495e-05,0.10077
87.5,0.63978,2.9597e-05,0.62715,0.10833,1.1476e-05,0.10086
87.75,0.64018,2.9584e-05,0.62743,0.10798,1.1495e-05,0.1007
88,0.63828,2.9542e-05,0.62733,0.10866,1.1475e-05,0.10068
88.25,0.63781,2.948e-05,0.62677,0.11019,1.1405e-05,0.10037
88.5,0.63843,2.9437e-05,0.62652,0.11041,1.1395e-05,0.10054
88.75,0.63866,2.9412e-05,0.62606,0.11025,1.1398e-05,0.099729
89,0.63868,2.944e-05,0.62653,0.11075,1.1461e-05,0.099071
89.25,0.63881,2.9452e-05,0.62677,0.11143,1.1444e-05,0.099158
89.5,0.63847,2.9468e-05,0.62704,0.11101,1.1431e-05,0.099268
89.75,0.63821,2.9461e-05,0.62713,0.11065,1.1424e-05,0.099502
90,0.63988,2.9464e-05,0.62708,0.1114,1.1383e-05,0.099676
90.25,0.6398,2.9517e-05,0.62746,0.11132,1.1377e-05,0.099707
90.5,0.63948,2.9502e-05,0.62688,0.11181,1.1375e-05,0.099719
90.75,0.64046,2.9527e-05,0.627,0.11085,1.1404e-05,0.099891
91,0.64074,2.9561e-05,0.62745,0.11019,1.14e-05,0.10039
91.25,0.64084,2.9512e-05,0.62687,0.10891,1.1369e-05,0.099933
91.5,0.64051,2.9507e-05,0.62653,0.10974,1.1325e-05,0.10003
91.75,0.64027,2.949e-05,0.62625,0.10947,1.131e-05,0.10041
92,0.64047,2.952e-05,0.62603,0.1097,1.1279e-05,0.099667
92.25,0.64075,2.9591e-05,0.62602,0.10862,1.1231e-05,0.099323
92.5,0.64128,2.9616e-05,0.62555,0.10836,1.1208e-05,0.098537
92.75,0.64182,2.9662e-05,0.62579,0.10831,1.1161e-05,0.097492
93,0.64269,2.973e-05,0.62637,0.10707,1.1161e-05,0.097533
93.25,0.64203,2.9815e-05,0.62695,0.10785,1.1186e-05,0.096539
93.5,0.64346,2.9798e-05,0.62673,0.10713,1.1208e-05,0.096185
93.75,0.6436,2.9833e-05,0.62707,0.10865,1.1261e-05,0.096362
94,0.64393,2.9861e-05,0.6274,0.10839,1.1333e-05,0.096335
94.25,0.64428,2.9877e-05,0.62773,0.10721,1.1406e-05,0.096513
94.5,0.64329,2.9895e-05,0.62841,0.10822,1.1448e-05,0.096185
94.75,0.64459,2.9891e-05,0.62905,0.10768,1.1491e-05,0.096124
95,0.64434,2.9913e-05,0.62946,0.10694,1.1522e-05,0.096309
95.25,0.64427,2.9946e-05,0.6299,0.1063,1.1568e-05,0.096003
95.5,0.64412,2.9967e-05,0.63048,0.10538,1.1586e-05,0.095853
95.75,0.64467,3.0007e-05,0.63121,0.10535,1.1647e-05,0.095899
96,0.64357,3.0018e-05,0.63138,0.10632,1.1662e-05,0.095831
96.25,0.64292,2.9992e-05,0.63113,0.10697,1.1648e-05,0.096037
96.5,0.6426,2.9921e-05,0.62965,0.10687,1.1644e-05,0.095143
96.75,0.64175,2.992e-05,0.62921,0.10751,1.1653e-05,0.094868
97,0.64091,2.9878e-05,0.62832,0.10694,1.1634e-05,0.094478
97.25,0.64096,2.988e-05,0.62763,0.10725,1.1602e-05,0.09452
97.5,0.64136,2.9895e-05,0.62691,0.10699,1.1585e-05,0.094174
97.75,0.64159,2.9893e-05,0.62616,0.10772,1.1542e-05,0.094261
98,0.64172,2.9911e-05,0.62564,0.10915,1.1565e-05,0.094512
98.25,0.64083,2.9956e-05,0.62496,0.11017,1.1604e-05,0.094164
98.5,0.64098,2.9952e-05,0.62403,0.1101,1.1596e-05,0.093746
98.75,0.64106,2.9964e-05,0.62346,0.10945,1.1625e-05,0.093124
99,0.63944,2.997e-05,0.62272,0.10994,1.1613e-05,0.092601
99.25,0.63905,2.9957e-05,0.62218,0.11023,1.1622e-05,0.092199
99.5,0.63894,2.9996e-05,0.62207,0.11086,1.1666e-05,0.092003
99.75,0.63992,3.0077e-05,0.62225,0.11225,1.1764e-05,0.092361
