19.75,0.48201,0.64351,0.55559,0.69206,0.62907,0.3232,0.57926,0.71971,0.73977,0.70526,1.7654e-05,2.5224e-05,2.2176e-05,3.4316e-05,2.6584e-05,1.2102e-05,1.6517e-05,4.3016e-05,3.2376e-05,3.9227e-05,0.66026,0.65478,0.61199,0.49033,0.47779,0.61836,0.59482,0.5531,0.72203,0.61897
20,0.48966,0.64913,0.57857,0.68734,0.64253,0.31007,0.61166,0.71889,0.74041,0.70093,1.7802e-05,2.5814e-05,2.2566e-05,3.4322e-05,2.6747e-05,1.2114e-05,1.608e-05,4.3133e-05,3.254e-05,3.926e-05,0.67549,0.66927,0.62734,0.49316,0.48341,0.62384,0.59442,0.55632,0.73199,0.61991
20.25,0.49667,0.64231,0.54882,0.68819,0.62634,0.29692,0.60142,0.72506,0.7408,0.69789,1.7833e-05,2.5826e-05,2.2116e-05,3.431e-05,2.6715e-05,1.2233e-05,1.6199e-05,4.304e-05,3.2916e-05,3.9324e-05,0.68373,0.67359,0.61164,0.49983,0.48568,0.63134,0.58723,0.56564,0.74426,0.61454
20.5,0.4878,0.67213,0.55916,0.68085,0.63291,0.2774,0.59254,0.73471,0.74275,0.68107,1.7687e-05,2.6329e-05,2.1788e-05,3.4289e-05,2.6571e-05,1.1364e-05,1.6014e-05,4.3054e-05,3.2852e-05,3.8839e-05,0.67252,0.68926,0.60198,0.50537,0.48413,0.62308,0.5781,0.5728,0.75429,0.61074
20.75,0.46888,0.67353,0.56115,0.69772,0.63399,0.23559,0.5948,0.73624,0.73772,0.67068,1.7923e-05,2.6779e-05,2.1797e-05,3.3517e-05,2.666e-05,1.1225e-05,1.5966e-05,4.3114e-05,3.2624e-05,3.8404e-05,0.68222,0.69277,0.60552,0.50974,0.48723,0.64015,0.57065,0.57428,0.75489,0.60733
21,0.48852,0.65935,0.56412,0.68706,0.63255,0.24983,0.5867,0.73293,0.74275,0.66557,1.8008e-05,2.669e-05,2.2095e-05,3.3865e-05,2.664e-05,1.1076e-05,1.5907e-05,4.3102e-05,3.2555e-05,3.7334e-05,0.6869,0.68184,0.61297,0.51323,0.491,0.65657,0.56745,0.57538,0.75315,0.59641
21.25,0.47444,0.66345,0.55071,0.68092,0.63466,0.25292,0.58117,0.73095,0.74523,0.67721,1.7883e-05,2.6932e-05,2.1998e-05,3.393e-05,2.6928e-05,1.109e-05,1.5881e-05,4.3059e-05,3.4286e-05,3.6878e-05,0.69037,0.68038,0.61088,0.51301,0.49484,0.66809,0.56725,0.57608,0.74919,0.58645
21.5,0.47877,0.65181,0.55216,0.67599,0.63273,0.24968,0.57834,0.74214,0.74833,0.6792,1.7648e-05,2.6934e-05,2.1842e-05,3.3393e-05,2.7047e-05,1.1102e-05,1.5744e-05,4.306e-05,3.5489e-05,3.7192e-05,0.6958,0.67264,0.60414,0.50581,0.49648,0.67326,0.56353,0.57672,0.74394,0.58906
21.75,0.48212,0.65106,0.55558,0.67366,0.65857,0.2543,0.58155,0.7393,0.77181,0.68045,1.7841e-05,2.6993e-05,2.2475e-05,3.3374e-05,2.8269e-05,1.1111e-05,1.5707e-05,4.2902e-05,3.7513e-05,3.6939e-05,0.70805,0.66278,0.60625,0.50066,0.50169,0.67915,0.56309,0.57435,0.74314,0.59317
22,0.48013,0.65526,0.53401,0.68225,0.69041,0.287,0.58402,0.73818,0.7606,0.68174,1.7854e-05,2.6967e-05,2.2048e-05,3.2591e-05,3.0254e-05,1.2487e-05,1.5697e-05,4.3162e-05,3.8145e-05,3.7378e-05,0.71096,0.65076,0.59568,0.49258,0.51619,0.70736,0.56345,0.57351,0.73999,0.59594
22.25,0.47894,0.66518,0.51842,0.68211,0.67598,0.3302,0.59358,0.74486,0.75268,0.66747,1.7878e-05,2.8195e-05,2.1849e-05,3.2621e-05,3.047e-05,1.3003e-05,1.5538e-05,4.4071e-05,3.8193e-05,3.7364e-05,0.71195,0.6499,0.59294,0.49511,0.516,0.7202,0.56477,0.57316,0.736,0.59967
22.5,0.4699,0.69461,0.52751,0.67777,0.66604,0.32437,0.59321,0.74931,0.75119,0.66873,1.8127e-05,3.0209e-05,2.1181e-05,3.2818e-05,3.0464e-05,1.3068e-05,1.5515e-05,4.4918e-05,3.8193e-05,3.7324e-05,0.72495,0.6501,0.57777,0.49927,0.51927,0.72472,0.56426,0.57255,0.73347,0.60163
22.75,0.4581,0.69265,0.52959,0.70205,0.66508,0.31941,0.58914,0.72994,0.75256,0.67775,1.8072e-05,3.1263e-05,2.1399e-05,3.3406e-05,3.0612e-05,1.2717e-05,1.5567e-05,4.4846e-05,3.9569e-05,3.7104e-05,0.729,0.64475,0.57852,0.50566,0.52101,0.72498,0.56332,0.5714,0.73471,0.60539
23,0.4315,0.6942,0.52159,0.66289,0.66319,0.30958,0.59136,0.72136,0.76232,0.6881,1.7685e-05,3.1172e-05,2.2155e-05,3.3437e-05,3.0604e-05,1.2617e-05,1.5315e-05,4.4235e-05,4.1238e-05,3.8124e-05,0.7341,0.62969,0.58727,0.51332,0.52405,0.73728,0.55213,0.56352,0.73372,0.61204
23.25,0.43475,0.70203,0.51483,0.65914,0.66605,0.3173,0.58673,0.71502,0.75706,0.69841,1.7179e-05,3.1889e-05,2.1179e-05,3.3333e-05,3.0282e-05,1.2893e-05,1.5295e-05,4.3173e-05,4.1646e-05,3.8889e-05,0.72783,0.62554,0.58024,0.51509,0.52803,0.7611,0.54728,0.55275,0.72031,0.61402
23.5,0.4422,0.7228,0.51182,0.65307,0.66206,0.33075,0.56933,0.71728,0.75267,0.69459,1.7351e-05,3.242e-05,2.0608e-05,3.3145e-05,3.1482e-05,1.3238e-05,1.5255e-05,4.3097e-05,4.1432e-05,3.9082e-05,0.72779,0.61695,0.58013,0.51581,0.55009,0.7897,0.54811,0.55252,0.70522,0.61816
23.75,0.45076,0.7516,0.51021,0.63589,0.66363,0.33857,0.56353,0.72191,0.74931,0.67545,1.7622e-05,3.2932e-05,2.1062e-05,3.2771e-05,3.2005e-05,1.307e-05,1.513e-05,4.3041e-05,4.1223e-05,3.9137e-05,0.72562,0.61572,0.59621,0.51511,0.56792,0.7957,0.54449,0.55239,0.69293,0.62423
24,0.46283,0.74242,0.52248,0.64059,0.66744,0.32632,0.56149,0.7318,0.74517,0.68877,1.7862e-05,3.3214e-05,2.1584e-05,3.105e-05,3.2048e-05,1.3332e-05,1.5481e-05,4.3614e-05,4.0753e-05,3.835e-05,0.72496,0.61047,0.61348,0.49904,0.58121,0.81091,0.5584,0.55889,0.68107,0.6205
24.25,0.46763,0.7328,0.50737,0.65752,0.66318,0.28643,0.56484,0.74063,0.75182,0.69284,1.7952e-05,3.325e-05,2.157e-05,3.0645e-05,3.2069e-05,1.2994e-05,1.5669e-05,4.4556e-05,4.0387e-05,3.807e-05,0.71489,0.61343,0.61674,0.49709,0.59089,0.78785,0.56808,0.57203,0.67017,0.62052
24.5,0.45308,0.73968,0.48822,0.67057,0.65903,0.30329,0.58626,0.73251,0.74996,0.68733,1.7928e-05,3.3942e-05,2.1506e-05,3.0778e-05,3.2244e-05,1.2505e-05,1.5485e-05,4.4642e-05,4.0427e-05,3.7766e-05,0.71247,0.62224,0.61858,0.50687,0.59572,0.75993,0.56626,0.57422,0.6708,0.62911
24.75,0.44337,0.75183,0.53115,0.6656,0.66342,0.30627,0.57984,0.73932,0.75276,0.68233,1.7734e-05,3.3751e-05,2.1037e-05,3.0554e-05,3.2434e-05,1.2781e-05,1.5539e-05,4.3137e-05,4.1294e-05,3.7203e-05,0.70245,0.62428,0.61659,0.50833,0.59756,0.78028,0.57126,0.57317,0.68444,0.63742
25,0.43361,0.75219,0.52811,0.68261,0.64465,0.29728,0.59114,0.73552,0.75096,0.66407,1.7401e-05,3.3783e-05,2.1067e-05,3.0016e-05,3.1888e-05,1.2499e-05,1.5318e-05,4.2679e-05,4.1246e-05,3.7047e-05,0.68488,0.62162,0.61504,0.5035,0.59974,0.76223,0.5663,0.57538,0.68361,0.65366
25.25,0.42481,0.7546,0.51854,0.6778,0.65096,0.29979,0.58732,0.72861,0.76206,0.62828,1.7422e-05,3.3638e-05,2.1278e-05,2.9978e-05,3.0338e-05,1.2455e-05,1.5474e-05,4.293e-05,4.0634e-05,3.4819e-05,0.68355,0.61642,0.62411,0.51259,0.59523,0.75786,0.57024,0.5868,0.67489,0.65289
25.5,0.4243,0.75426,0.50363,0.66896,0.64972,0.29909,0.56632,0.69736,0.76589,0.61635,1.729e-05,3.3504e-05,2.0168e-05,2.9852e-05,2.9948e-05,1.2457e-05,1.5482e-05,4.1828e-05,4.1376e-05,3.203e-05,0.6751,0.61073,0.60086,0.5199,0.59771,0.75571,0.58068,0.58798,0.68886,0.64496
25.75,0.42275,0.75646,0.54701,0.66855,0.66383,0.29025,0.54548,0.747,0.7632,0.61909,1.7338e-05,3.3844e-05,2.0059e-05,2.9422e-05,2.9664e-05,1.2842e-05,1.5479e-05,3.9103e-05,3.9981e-05,3.0619e-05,0.67129,0.61542,0.60039,0.52324,0.60089,0.74703,0.58452,0.5756,0.68531,0.65192
26,0.43315,0.75387,0.57774,0.66534,0.66013,0.32173,0.55868,0.74605,0.76141,0.58793,1.7393e-05,3.37e-05,2.0385e-05,2.9465e-05,2.9898e-05,1.2631e-05,1.517e-05,3.9231e-05,3.9879e-05,3.0322e-05,0.66834,0.6186,0.62114,0.529,0.60122,0.72497,0.5872,0.57433,0.68959,0.65876
26.25,0.42696,0.74383,0.58742,0.65433,0.668,0.34188,0.56538,0.7467,0.76416,0.54333,1.7363e-05,3.3447e-05,2.0921e-05,2.912e-05,2.8832e-05,1.2379e-05,1.5547e-05,3.933e-05,4.0509e-05,2.8165e-05,0.65208,0.61707,0.63762,0.53738,0.58723,0.72444,0.59157,0.57242,0.70425,0.65532
26.5,0.40809,0.73707,0.59429,0.66746,0.67406,0.34883,0.61076,0.74705,0.76789,0.54108,1.7126e-05,3.29e-05,2.1383e-05,2.902e-05,2.88e-05,1.2652e-05,1.6775e-05,3.9464e-05,4.1243e-05,2.5407e-05,0.64206,0.61601,0.65129,0.54822,0.5874,0.73294,0.61085,0.57069,0.71941,0.64322
26.75,0.43431,0.75901,0.60223,0.66182,0.66554,0.37092,0.56252,0.74593,0.78003,0.54588,1.7479e-05,3.2239e-05,2.1562e-05,2.8997e-05,2.847e-05,1.3086e-05,1.6666e-05,3.957e-05,4.0644e-05,2.4678e-05,0.64982,0.61311,0.65683,0.55465,0.59601,0.75141,0.6106,0.56706,0.71305,0.65384
27,0.38585,0.76771,0.60788,0.63942,0.67761,0.40161,0.56124,0.74325,0.78182,0.54593,1.6572e-05,3.2904e-05,2.178e-05,2.8424e-05,2.8341e-05,1.3742e-05,1.6667e-05,4.0131e-05,4.1014e-05,2.4669e-05,0.64144,0.60954,0.66427,0.55055,0.60745,0.77741,0.61518,0.56267,0.72126,0.66735
27.25,0.40702,0.77579,0.61591,0.66936,0.68734,0.39515,0.54903,0.75286,0.77517,0.55048,1.575e-05,3.3166e-05,2.2705e-05,2.6989e-05,2.884e-05,1.3746e-05,1.6819e-05,4.0779e-05,4.0837e-05,2.4684e-05,0.64297,0.60893,0.69085,0.53536,0.62276,0.77721,0.63263,0.55428,0.71894,0.67509
27.5,0.42781,0.76646,0.63172,0.66575,0.70202,0.3982,0.54051,0.71572,0.77728,0.52874,1.6302e-05,3.3185e-05,2.2251e-05,2.7041e-05,2.9696e-05,1.3665e-05,1.6641e-05,3.9838e-05,4.1446e-05,2.4103e-05,0.66221,0.60585,0.70475,0.54421,0.64012,0.76519,0.64689,0.54186,0.73218,0.6652
27.75,0.44056,0.76326,0.63754,0.65653,0.69028,0.39383,0.49551,0.75221,0.77009,0.51269,1.6436e-05,3.2928e-05,2.2528e-05,2.6735e-05,2.9863e-05,1.3957e-05,1.6118e-05,3.8391e-05,4.1492e-05,2.2899e-05,0.66817,0.60006,0.72341,0.54645,0.64929,0.75734,0.65089,0.52666,0.73622,0.64383
28,0.44169,0.76388,0.63691,0.67102,0.69147,0.4129,0.48497,0.75966,0.77325,0.49878,1.6279e-05,3.3292e-05,2.3005e-05,2.6173e-05,2.9374e-05,1.4432e-05,1.4627e-05,3.8367e-05,4.1945e-05,2.2083e-05,0.65761,0.60427,0.7455,0.54562,0.65789,0.75256,0.64374,0.53033,0.74954,0.63176
28.25,0.45282,0.76711,0.63165,0.65897,0.70057,0.43738,0.49542,0.75496,0.78349,0.47631,1.7028e-05,3.3526e-05,2.2313e-05,2.6487e-05,2.898e-05,1.5154e-05,1.4095e-05,3.8402e-05,4.2579e-05,2.1489e-05,0.67532,0.60654,0.74743,0.55246,0.66304,0.74755,0.64904,0.52577,0.76322,0.62368
28.5,0.45857,0.78684,0.62972,0.64306,0.70142,0.43389,0.49982,0.75884,0.76464,0.49542,1.7213e-05,3.3567e-05,2.2183e-05,2.6566e-05,2.9098e-05,1.507e-05,1.4355e-05,3.932e-05,4.2269e-05,2.0696e-05,0.67653,0.6062,0.74443,0.56288,0.66856,0.72964,0.67025,0.52651,0.7761,0.61326
28.75,0.46541,0.77384,0.63788,0.64397,0.6871,0.44248,0.48053,0.74794,0.76686,0.48595,1.7461e-05,3.2971e-05,2.285e-05,2.6685e-05,2.8422e-05,1.5537e-05,1.4306e-05,3.9222e-05,4.0242e-05,2.0673e-05,0.68095,0.60399,0.74239,0.57502,0.65276,0.72447,0.67781,0.51955,0.78054,0.61794
29,0.44567,0.77939,0.65191,0.64024,0.68915,0.40112,0.47482,0.76006,0.74017,0.45875,1.7421e-05,3.2516e-05,2.3145e-05,2.6622e-05,2.7617e-05,1.5971e-05,1.4005e-05,3.8427e-05,3.8944e-05,2.0118e-05,0.6685,0.6035,0.73943,0.58275,0.63722,0.73593,0.6924,0.50734,0.78345,0.60845
29.25,0.43937,0.78126,0.64078,0.64714,0.67948,0.41906,0.45209,0.7636,0.73512,0.4355,1.713e-05,3.2781e-05,2.3185e-05,2.6696e-05,2.7922e-05,1.6436e-05,1.381e-05,3.8298e-05,3.6461e-05,1.9157e-05,0.65051,0.61056,0.72723,0.5942,0.62994,0.75674,0.69848,0.50438,0.78363,0.59351
29.5,0.44036,0.78603,0.63533,0.64452,0.65944,0.41465,0.46676,0.7588,0.74404,0.44852,1.7009e-05,3.3065e-05,2.2733e-05,2.6796e-05,2.7532e-05,1.674e-05,1.3746e-05,3.8344e-05,3.4582e-05,1.8355e-05,0.64079,0.61487,0.69766,0.6095,0.62033,0.77002,0.70316,0.50844,0.78145,0.57955
29.75,0.42738,0.79298,0.64127,0.65145,0.64557,0.39728,0.49046,0.75355,0.73466,0.44392,1.7529e-05,3.3529e-05,2.2016e-05,2.6292e-05,2.7464e-05,1.5585e-05,1.4463e-05,3.8229e-05,3.4363e-05,1.8466e-05,0.63582,0.62483,0.67151,0.62326,0.60862,0.75589,0.71427,0.51095,0.7936,0.58188
30,0.46566,0.78269,0.64269,0.65813,0.64921,0.39977,0.47789,0.75785,0.7239,0.4538,1.9337e-05,3.3449e-05,2.202e-05,2.6281e-05,2.6564e-05,1.5069e-05,1.4511e-05,3.89e-05,3.3354e-05,1.8915e-05,0.64627,0.62169,0.66613,0.63945,0.58865,0.74536,0.71855,0.5257,0.79849,0.58726
30.25,0.57958,0.78001,0.64029,0.66796,0.65104,0.40461,0.47468,0.7393,0.70987,0.46142,2.3097e-05,3.34e-05,2.2001e-05,2.643e-05,2.6395e-05,1.5848e-05,1.4352e-05,3.887e-05,3.2383e-05,1.9178e-05,0.67189,0.61963,0.6613,0.65488,0.58164,0.74324,0.72333,0.52946,0.80549,0.59148
30.5,0.64354,0.7868,0.64543,0.66693,0.65292,0.38966,0.47697,0.73772,0.72853,0.45285,2.6691e-05,3.3633e-05,2.2383e-05,2.6556e-05,2.7099e-05,1.5732e-05,1.5108e-05,3.8823e-05,3.1506e-05,1.913e-05,0.69814,0.62195,0.65682,0.67582,0.58095,0.7224,0.73732,0.53203,0.79731,0.58939
30.75,0.60866,0.79146,0.65803,0.66488,0.67083,0.38571,0.51273,0.73712,0.73996,0.44897,2.7247e-05,3.4135e-05,2.2943e-05,2.6679e-05,2.8927e-05,1.568e-05,1.5239e-05,3.8762e-05,3.2699e-05,1.8896e-05,0.69342,0.62872,0.64919,0.70139,0.5854,0.7033,0.74279,0.53494,0.79503,0.58841
31,0.63046,0.77289,0.67178,0.62907,0.65635,0.39391,0.50417,0.74109,0.72824,0.4547,2.7266e-05,3.4115e-05,2.3383e-05,2.6201e-05,2.8993e-05,1.665e-05,1.495e-05,3.8718e-05,3.2346e-05,1.902e-05,0.68902,0.62411,0.64435,0.71688,0.57331,0.69505,0.7296,0.54006,0.76964,0.59674
31.25,0.63314,0.76817,0.66196,0.59366,0.66186,0.40646,0.50756,0.74976,0.73922,0.45792,2.7422e-05,3.4462e-05,2.3178e-05,2.3835e-05,2.818e-05,1.6929e-05,1.528e-05,3.9001e-05,3.2363e-05,1.9034e-05,0.68476,0.62943,0.6286,0.71634,0.55758,0.67775,0.72699,0.54635,0.7469,0.60384
31.5,0.64948,0.77306,0.66419,0.53917,0.66153,0.40428,0.51285,0.75972,0.73605,0.46692,2.7649e-05,3.5091e-05,2.338e-05,2.1522e-05,2.818e-05,1.6948e-05,1.5482e-05,4.0247e-05,3.2539e-05,1.8731e-05,0.67534,0.63828,0.61589,0.71215,0.55672,0.66097,0.72561,0.56508,0.73253,0.59904
31.75,0.63932,0.75197,0.69394,0.55811,0.66689,0.41165,0.48143,0.75562,0.73624,0.46927,2.7227e-05,3.4942e-05,2.4466e-05,1.9047e-05,2.8531e-05,1.728e-05,1.5793e-05,4.0519e-05,3.2687e-05,1.901e-05,0.669,0.63191,0.61101,0.71063,0.55652,0.64567,0.7419,0.57549,0.71585,0.61332
32,0.67996,0.76193,0.73312,0.52395,0.65625,0.41534,0.46971,0.7577,0.72745,0.47488,2.6142e-05,3.5209e-05,2.7054e-05,1.8609e-05,2.8296e-05,1.7162e-05,1.5287e-05,4.1203e-05,3.2346e-05,1.9209e-05,0.6593,0.63415,0.62599,0.72302,0.55146,0.63006,0.72188,0.58791,0.69684,0.62544
32.25,0.68017,0.7668,0.78051,0.49737,0.66026,0.41178,0.46526,0.78182,0.72368,0.47245,2.6094e-05,3.6001e-05,3.1376e-05,1.7765e-05,2.8373e-05,1.7051e-05,1.5146e-05,4.1166e-05,3.1801e-05,1.9183e-05,0.65042,0.64753,0.65304,0.73492,0.55239,0.62289,0.71385,0.59135,0.67836,0.626
32.5,0.68853,0.75358,0.76061,0.46322,0.65762,0.41886,0.47297,0.78343,0.72778,0.48902,2.6271e-05,3.5873e-05,3.2533e-05,1.7302e-05,2.859e-05,1.7027e-05,1.5225e-05,4.179e-05,3.1476e-05,1.9138e-05,0.64377,0.64639,0.6541,0.76284,0.56344,0.62105,0.70581,0.60529,0.66213,0.63036
32.75,0.67734,0.75666,0.75649,0.43491,0.67101,0.42931,0.46614,0.7894,0.72447,0.48022,2.6116e-05,3.5724e-05,3.3385e-05,1.596e-05,2.8702e-05,1.7164e-05,1.525e-05,4.2747e-05,3.1471e-05,1.8931e-05,0.64769,0.63812,0.65231,0.7636,0.57504,0.61739,0.71157,0.62369,0.6559,0.62804
33,0.6729,0.75753,0.73858,0.41082,0.63555,0.4599,0.45757,0.78566,0.72417,0.50315,2.6049e-05,3.6101e-05,3.2671e-05,1.6135e-05,2.8526e-05,1.8729e-05,1.4685e-05,4.3105e-05,3.1341e-05,1.8814e-05,0.64621,0.63406,0.6444,0.77877,0.57425,0.65144,0.68947,0.63748,0.64592,0.62778
33.25,0.67333,0.76756,0.74455,0.41869,0.64727,0.49758,0.44726,0.77901,0.71648,0.45893,2.6034e-05,3.7445e-05,3.2998e-05,1.5747e-05,2.7957e-05,2.0107e-05,1.4469e-05,4.3444e-05,3.1978e-05,1.7834e-05,0.64534,0.63004,0.63986,0.78558,0.58142,0.67778,0.681,0.653,0.63702,0.62252
33.5,0.673,0.76528,0.73614,0.42175,0.65312,0.5298,0.43683,0.7448,0.71436,0.48422,2.6229e-05,3.8201e-05,3.287e-05,1.5558e-05,2.8594e-05,2.0517e-05,1.445e-05,4.1918e-05,3.1656e-05,1.6438e-05,0.64947,0.62192,0.63563,0.79703,0.59558,0.67942,0.68067,0.6558,0.61822,0.61033
33.75,0.67058,0.7627,0.73245,0.42356,0.65547,0.54658,0.45225,0.75202,0.71334,0.45939,2.6242e-05,3.85e-05,3.2873e-05,1.5628e-05,2.851e-05,2.0992e-05,1.4205e-05,3.8376e-05,3.1973e-05,1.6344e-05,0.64922,0.60993,0.62619,0.80223,0.60043,0.69692,0.67211,0.64399,0.60617,0.61598
34,0.67401,0.77821,0.73037,0.43375,0.66172,0.52855,0.46538,0.74447,0.73183,0.43061,2.6255e-05,3.8072e-05,3.2508e-05,1.6198e-05,2.8994e-05,2.077e-05,1.4596e-05,3.6869e-05,3.1725e-05,1.4905e-05,0.65104,0.59373,0.61059,0.80971,0.60941,0.69053,0.68759,0.64273,0.58809,0.60295
34.25,0.67343,0.76538,0.72928,0.40999,0.65187,0.52382,0.46221,0.74523,0.74234,0.42174,2.5836e-05,3.8045e-05,3.2171e-05,1.6155e-05,2.8961e-05,2.1737e-05,1.4619e-05,3.5704e-05,3.2722e-05,1.4077e-05,0.64183,0.59132,0.59996,0.81129,0.61358,0.68777,0.68827,0.64088,0.58524,0.5994
34.5,0.67098,0.76881,0.73029,0.41374,0.64667,0.54375,0.47197,0.72164,0.75038,0.42885,2.5914e-05,3.8227e-05,3.2499e-05,1.5753e-05,2.8329e-05,2.247e-05,1.4941e-05,3.4947e-05,3.3779e-05,1.3909e-05,0.64334,0.58599,0.60102,0.78759,0.61133,0.6826,0.70106,0.64256,0.58253,0.60851
34.75,0.6818,0.75353,0.74251,0.42875,0.65388,0.54307,0.48323,0.69526,0.72724,0.43763,2.5864e-05,3.8648e-05,3.3658e-05,1.6601e-05,2.8371e-05,2.2576e-05,1.528e-05,3.4241e-05,3.3457e-05,1.4183e-05,0.6426,0.59338,0.61238,0.7913,0.61024,0.66568,0.71876,0.6398,0.57754,0.62441
35,0.67724,0.76636,0.74723,0.44498,0.65962,0.55208,0.46909,0.66912,0.72501,0.43489,2.583e-05,4.0545e-05,3.4503e-05,1.7191e-05,2.8737e-05,2.2751e-05,1.5229e-05,3.1321e-05,3.3273e-05,1.4215e-05,0.64213,0.61614,0.61996,0.79104,0.60881,0.65052,0.71858,0.6259,0.57207,0.63025
35.25,0.68299,0.77828,0.75927,0.42169,0.66372,0.56259,0.4685,0.69148,0.72441,0.43412,2.6276e-05,4.1456e-05,3.5666e-05,1.6885e-05,2.9377e-05,2.3255e-05,1.5661e-05,3.0255e-05,3.3433e-05,1.3985e-05,0.65305,0.63656,0.63181,0.76432,0.60432,0.64231,0.74054,0.6264,0.56755,0.6227
35.5,0.68733,0.77936,0.75735,0.39788,0.66052,0.58192,0.48549,0.69534,0.72228,0.42917,2.6661e-05,4.2285e-05,3.6452e-05,1.6018e-05,2.9317e-05,2.4351e-05,1.6311e-05,3.0486e-05,3.3268e-05,1.3957e-05,0.66412,0.65257,0.63987,0.72293,0.59254,0.64059,0.76682,0.63314,0.5621,0.62367
